#     x             y        x_tangent     y_tangent     x_normal      y_normal
+5.17275E-01  -2.07534E-01  +8.75395E-01  +4.83408E-01  -4.83408E-01  +8.75395E-01
+5.20415E-01  -2.05780E-01  +8.70533E-01  +4.92110E-01  -4.92110E-01  +8.70533E-01
+5.23553E-01  -2.03985E-01  +8.65633E-01  +5.00679E-01  -5.00679E-01  +8.65633E-01
+5.26691E-01  -2.02150E-01  +8.60699E-01  +5.09114E-01  -5.09114E-01  +8.60699E-01
+5.29827E-01  -2.00274E-01  +8.55734E-01  +5.17416E-01  -5.17416E-01  +8.55734E-01
+5.32963E-01  -1.98358E-01  +8.50741E-01  +5.25584E-01  -5.25584E-01  +8.50741E-01
+5.36097E-01  -1.96401E-01  +8.45725E-01  +5.33619E-01  -5.33619E-01  +8.45725E-01
+5.39230E-01  -1.94404E-01  +8.40687E-01  +5.41521E-01  -5.41521E-01  +8.40687E-01
+5.42361E-01  -1.92366E-01  +8.35631E-01  +5.49291E-01  -5.49291E-01  +8.35631E-01
+5.45490E-01  -1.90288E-01  +8.30561E-01  +5.56928E-01  -5.56928E-01  +8.30561E-01
+5.48618E-01  -1.88170E-01  +8.25478E-01  +5.64434E-01  -5.64434E-01  +8.25478E-01
+5.51743E-01  -1.86012E-01  +8.20387E-01  +5.71809E-01  -5.71809E-01  +8.20387E-01
+5.54867E-01  -1.83814E-01  +8.15289E-01  +5.79055E-01  -5.79055E-01  +8.15289E-01
+5.57989E-01  -1.81577E-01  +8.10187E-01  +5.86172E-01  -5.86172E-01  +8.10187E-01
+5.61108E-01  -1.79299E-01  +8.05084E-01  +5.93161E-01  -5.93161E-01  +8.05084E-01
+5.64225E-01  -1.76982E-01  +7.99983E-01  +6.00023E-01  -6.00023E-01  +7.99983E-01
+5.67339E-01  -1.74626E-01  +7.94885E-01  +6.06760E-01  -6.06760E-01  +7.94885E-01
+5.70451E-01  -1.72230E-01  +7.89793E-01  +6.13373E-01  -6.13373E-01  +7.89793E-01
+5.73559E-01  -1.69795E-01  +7.84710E-01  +6.19863E-01  -6.19863E-01  +7.84710E-01
+5.76665E-01  -1.67321E-01  +7.79637E-01  +6.26232E-01  -6.26232E-01  +7.79637E-01
+5.79768E-01  -1.64808E-01  +7.74576E-01  +6.32480E-01  -6.32480E-01  +7.74576E-01
+5.82868E-01  -1.62256E-01  +7.69530E-01  +6.38611E-01  -6.38611E-01  +7.69530E-01
+5.85965E-01  -1.59666E-01  +7.64500E-01  +6.44624E-01  -6.44624E-01  +7.64500E-01
+5.89058E-01  -1.57037E-01  +7.59488E-01  +6.50521E-01  -6.50521E-01  +7.59488E-01
+5.92147E-01  -1.54370E-01  +7.54496E-01  +6.56305E-01  -6.56305E-01  +7.54496E-01
+5.95233E-01  -1.51665E-01  +7.49524E-01  +6.61977E-01  -6.61977E-01  +7.49524E-01
+5.98315E-01  -1.48922E-01  +7.44576E-01  +6.67538E-01  -6.67538E-01  +7.44576E-01
+6.01394E-01  -1.46142E-01  +7.39652E-01  +6.72990E-01  -6.72990E-01  +7.39652E-01
+6.04468E-01  -1.43324E-01  +7.34753E-01  +6.78335E-01  -6.78335E-01  +7.34753E-01
+6.07538E-01  -1.40469E-01  +7.29881E-01  +6.83574E-01  -6.83574E-01  +7.29881E-01
+6.10604E-01  -1.37578E-01  +7.25037E-01  +6.88710E-01  -6.88710E-01  +7.25037E-01
+6.13666E-01  -1.34649E-01  +7.20222E-01  +6.93743E-01  -6.93743E-01  +7.20222E-01
+6.16723E-01  -1.31684E-01  +7.15438E-01  +6.98677E-01  -6.98677E-01  +7.15438E-01
+6.19775E-01  -1.28683E-01  +7.10684E-01  +7.03511E-01  -7.03511E-01  +7.10684E-01
+6.22823E-01  -1.25645E-01  +7.05963E-01  +7.08249E-01  -7.08249E-01  +7.05963E-01
+6.25866E-01  -1.22572E-01  +7.01275E-01  +7.12891E-01  -7.12891E-01  +7.01275E-01
+6.28904E-01  -1.19464E-01  +6.96620E-01  +7.17440E-01  -7.17440E-01  +6.96620E-01
+6.31937E-01  -1.16320E-01  +6.92000E-01  +7.21897E-01  -7.21897E-01  +6.92000E-01
+6.34964E-01  -1.13142E-01  +6.87416E-01  +7.26264E-01  -7.26264E-01  +6.87416E-01
+6.37986E-01  -1.09928E-01  +6.82867E-01  +7.30543E-01  -7.30543E-01  +6.82867E-01
+6.41003E-01  -1.06681E-01  +6.78354E-01  +7.34735E-01  -7.34735E-01  +6.78354E-01
+6.44015E-01  -1.03399E-01  +6.73879E-01  +7.38842E-01  -7.38842E-01  +6.73879E-01
+6.47020E-01  -1.00084E-01  +6.69441E-01  +7.42865E-01  -7.42865E-01  +6.69441E-01
+6.50020E-01  -9.67353E-02  +6.65041E-01  +7.46807E-01  -7.46807E-01  +6.65041E-01
+6.53014E-01  -9.33535E-02  +6.60679E-01  +7.50668E-01  -7.50668E-01  +6.60679E-01
+6.56002E-01  -8.99389E-02  +6.56356E-01  +7.54451E-01  -7.54451E-01  +6.56356E-01
+6.58983E-01  -8.64919E-02  +6.52072E-01  +7.58157E-01  -7.58157E-01  +6.52072E-01
+6.61959E-01  -8.30128E-02  +6.47827E-01  +7.61788E-01  -7.61788E-01  +6.47827E-01
+6.64928E-01  -7.95019E-02  +6.43621E-01  +7.65344E-01  -7.65344E-01  +6.43621E-01
+6.67890E-01  -7.59596E-02  +6.39455E-01  +7.68828E-01  -7.68828E-01  +6.39455E-01
+6.70846E-01  -7.23862E-02  +6.35329E-01  +7.72241E-01  -7.72241E-01  +6.35329E-01
+6.73795E-01  -6.87822E-02  +6.31243E-01  +7.75585E-01  -7.75585E-01  +6.31243E-01
+6.76737E-01  -6.51478E-02  +6.27197E-01  +7.78861E-01  -7.78861E-01  +6.27197E-01
+6.79673E-01  -6.14835E-02  +6.23191E-01  +7.82070E-01  -7.82070E-01  +6.23191E-01
+6.82601E-01  -5.77896E-02  +6.19225E-01  +7.85214E-01  -7.85214E-01  +6.19225E-01
+6.85522E-01  -5.40665E-02  +6.15299E-01  +7.88294E-01  -7.88294E-01  +6.15299E-01
+6.88436E-01  -5.03146E-02  +6.11413E-01  +7.91312E-01  -7.91312E-01  +6.11413E-01
+6.91342E-01  -4.65343E-02  +6.07567E-01  +7.94268E-01  -7.94268E-01  +6.07567E-01
+6.94240E-01  -4.27260E-02  +6.03762E-01  +7.97165E-01  -7.97165E-01  +6.03762E-01
+6.97131E-01  -3.88901E-02  +5.99996E-01  +8.00003E-01  -8.00003E-01  +5.99996E-01
+7.00015E-01  -3.50271E-02  +5.96271E-01  +8.02783E-01  -8.02783E-01  +5.96271E-01
+7.02890E-01  -3.11373E-02  +5.92585E-01  +8.05508E-01  -8.05508E-01  +5.92585E-01
+7.05757E-01  -2.72212E-02  +5.88939E-01  +8.08178E-01  -8.08178E-01  +5.88939E-01
+7.08616E-01  -2.32792E-02  +5.85332E-01  +8.10794E-01  -8.10794E-01  +5.85332E-01
+7.11467E-01  -1.93117E-02  +5.81764E-01  +8.13357E-01  -8.13357E-01  +5.81764E-01
+7.14310E-01  -1.53192E-02  +5.78236E-01  +8.15869E-01  -8.15869E-01  +5.78236E-01
+7.17144E-01  -1.13022E-02  +5.74747E-01  +8.18331E-01  -8.18331E-01  +5.74747E-01
+7.19970E-01  -7.26098E-03  +5.71296E-01  +8.20744E-01  -8.20744E-01  +5.71296E-01
+7.22786E-01  -3.19614E-03  +5.67885E-01  +8.23108E-01  -8.23108E-01  +5.67885E-01
+7.25595E-01  +8.91895E-04  +5.64511E-01  +8.25425E-01  -8.25425E-01  +5.64511E-01
+7.28394E-01  +5.00266E-03  +5.61176E-01  +8.27697E-01  -8.27697E-01  +5.61176E-01
+7.31184E-01  +9.13568E-03  +5.57878E-01  +8.29923E-01  -8.29923E-01  +5.57878E-01
+7.33965E-01  +1.32905E-02  +5.54618E-01  +8.32105E-01  -8.32105E-01  +5.54618E-01
+7.36737E-01  +1.74666E-02  +5.51396E-01  +8.34244E-01  -8.34244E-01  +5.51396E-01
+7.39499E-01  +2.16635E-02  +5.48211E-01  +8.36340E-01  -8.36340E-01  +5.48211E-01
+7.42252E-01  +2.58807E-02  +5.45062E-01  +8.38396E-01  -8.38396E-01  +5.45062E-01
+7.44996E-01  +3.01178E-02  +5.41950E-01  +8.40411E-01  -8.40411E-01  +5.41950E-01
+7.47729E-01  +3.43742E-02  +5.38874E-01  +8.42386E-01  -8.42386E-01  +5.38874E-01
+7.50453E-01  +3.86494E-02  +5.35835E-01  +8.44323E-01  -8.44323E-01  +5.35835E-01
+7.53167E-01  +4.29429E-02  +5.32831E-01  +8.46222E-01  -8.46222E-01  +5.32831E-01
+7.55872E-01  +4.72543E-02  +5.29862E-01  +8.48084E-01  -8.48084E-01  +5.29862E-01
+7.58565E-01  +5.15829E-02  +5.26929E-01  +8.49909E-01  -8.49909E-01  +5.26929E-01
+7.61249E-01  +5.59282E-02  +5.24031E-01  +8.51699E-01  -8.51699E-01  +5.24031E-01
+7.63923E-01  +6.02898E-02  +5.21167E-01  +8.53455E-01  -8.53455E-01  +5.21167E-01
+7.66586E-01  +6.46671E-02  +5.18337E-01  +8.55177E-01  -8.55177E-01  +5.18337E-01
+7.69238E-01  +6.90596E-02  +5.15541E-01  +8.56865E-01  -8.56865E-01  +5.15541E-01
+7.71880E-01  +7.34667E-02  +5.12779E-01  +8.58521E-01  -8.58521E-01  +5.12779E-01
+7.74511E-01  +7.78879E-02  +5.10050E-01  +8.60145E-01  -8.60145E-01  +5.10050E-01
+7.77132E-01  +8.23227E-02  +5.07354E-01  +8.61738E-01  -8.61738E-01  +5.07354E-01
+7.79741E-01  +8.67704E-02  +5.04691E-01  +8.63300E-01  -8.63300E-01  +5.04691E-01
+7.82339E-01  +9.12307E-02  +5.02060E-01  +8.64833E-01  -8.64833E-01  +5.02060E-01
+7.84927E-01  +9.57028E-02  +4.99461E-01  +8.66337E-01  -8.66337E-01  +4.99461E-01
+7.87503E-01  +1.00186E-01  +4.96894E-01  +8.67811E-01  -8.67811E-01  +4.96894E-01
+7.90067E-01  +1.04681E-01  +4.94358E-01  +8.69258E-01  -8.69258E-01  +4.94358E-01
+7.92620E-01  +1.09185E-01  +4.91853E-01  +8.70678E-01  -8.70678E-01  +4.91853E-01
+7.95162E-01  +1.13699E-01  +4.89380E-01  +8.72071E-01  -8.72071E-01  +4.89380E-01
+7.97692E-01  +1.18222E-01  +4.86936E-01  +8.73437E-01  -8.73437E-01  +4.86936E-01
+8.00210E-01  +1.22754E-01  +4.84523E-01  +8.74778E-01  -8.74778E-01  +4.84523E-01
+8.02716E-01  +1.27294E-01  +4.82140E-01  +8.76094E-01  -8.76094E-01  +4.82140E-01
+8.05211E-01  +1.31841E-01  +4.79787E-01  +8.77385E-01  -8.77385E-01  +4.79787E-01
+8.07693E-01  +1.36394E-01  +4.77462E-01  +8.78652E-01  -8.78652E-01  +4.77462E-01
+8.10163E-01  +1.40954E-01  +4.75167E-01  +8.79896E-01  -8.79896E-01  +4.75167E-01
+8.12621E-01  +1.45520E-01  +4.72901E-01  +8.81116E-01  -8.81116E-01  +4.72901E-01
+8.15067E-01  +1.50091E-01  +4.70662E-01  +8.82313E-01  -8.82313E-01  +4.70662E-01
+8.17500E-01  +1.54666E-01  +4.68452E-01  +8.83489E-01  -8.83489E-01  +4.68452E-01
+8.19921E-01  +1.59245E-01  +4.66270E-01  +8.84642E-01  -8.84642E-01  +4.66270E-01
+8.22329E-01  +1.63827E-01  +4.64115E-01  +8.85775E-01  -8.85775E-01  +4.64115E-01
+8.24724E-01  +1.68412E-01  +4.61988E-01  +8.86886E-01  -8.86886E-01  +4.61988E-01
+8.27106E-01  +1.72999E-01  +4.59887E-01  +8.87977E-01  -8.87977E-01  +4.59887E-01
+8.29476E-01  +1.77587E-01  +4.57813E-01  +8.89048E-01  -8.89048E-01  +4.57813E-01
+8.31833E-01  +1.82176E-01  +4.55766E-01  +8.90100E-01  -8.90100E-01  +4.55766E-01
+8.34176E-01  +1.86766E-01  +4.53744E-01  +8.91132E-01  -8.91132E-01  +4.53744E-01
+8.36506E-01  +1.91355E-01  +4.51748E-01  +8.92145E-01  -8.92145E-01  +4.51748E-01
+8.38823E-01  +1.95943E-01  +4.49778E-01  +8.93140E-01  -8.93140E-01  +4.49778E-01
+8.41127E-01  +2.00530E-01  +4.47834E-01  +8.94117E-01  -8.94117E-01  +4.47834E-01
+8.43417E-01  +2.05115E-01  +4.45914E-01  +8.95076E-01  -8.95076E-01  +4.45914E-01
+8.45693E-01  +2.09697E-01  +4.44019E-01  +8.96018E-01  -8.96018E-01  +4.44019E-01
+8.47956E-01  +2.14275E-01  +4.42148E-01  +8.96942E-01  -8.96942E-01  +4.42148E-01
+8.50206E-01  +2.18850E-01  +4.40302E-01  +8.97850E-01  -8.97850E-01  +4.40302E-01
+8.52441E-01  +2.23420E-01  +4.38479E-01  +8.98741E-01  -8.98741E-01  +4.38479E-01
+8.54662E-01  +2.27985E-01  +4.36681E-01  +8.99617E-01  -8.99617E-01  +4.36681E-01
+8.56870E-01  +2.32544E-01  +4.34906E-01  +9.00476E-01  -9.00476E-01  +4.34906E-01
+8.59063E-01  +2.37096E-01  +4.33154E-01  +9.01320E-01  -9.01320E-01  +4.33154E-01
+8.61242E-01  +2.41642E-01  +4.31425E-01  +9.02149E-01  -9.02149E-01  +4.31425E-01
+8.63407E-01  +2.46180E-01  +4.29719E-01  +9.02963E-01  -9.02963E-01  +4.29719E-01
+8.65558E-01  +2.50710E-01  +4.28035E-01  +9.03762E-01  -9.03762E-01  +4.28035E-01
+8.67694E-01  +2.55231E-01  +4.26373E-01  +9.04547E-01  -9.04547E-01  +4.26373E-01
+8.69816E-01  +2.59743E-01  +4.24734E-01  +9.05318E-01  -9.05318E-01  +4.24734E-01
+8.71923E-01  +2.64244E-01  +4.23116E-01  +9.06075E-01  -9.06075E-01  +4.23116E-01
+8.74015E-01  +2.68735E-01  +4.21520E-01  +9.06819E-01  -9.06819E-01  +4.21520E-01
+8.76092E-01  +2.73215E-01  +4.19946E-01  +9.07549E-01  -9.07549E-01  +4.19946E-01
+8.78155E-01  +2.77682E-01  +4.18392E-01  +9.08267E-01  -9.08267E-01  +4.18392E-01
+8.80203E-01  +2.82138E-01  +4.16859E-01  +9.08971E-01  -9.08971E-01  +4.16859E-01
+8.82236E-01  +2.86580E-01  +4.15347E-01  +9.09663E-01  -9.09663E-01  +4.15347E-01
+8.84253E-01  +2.91009E-01  +4.13856E-01  +9.10342E-01  -9.10342E-01  +4.13856E-01
+8.86256E-01  +2.95423E-01  +4.12385E-01  +9.11010E-01  -9.11010E-01  +4.12385E-01
+8.88243E-01  +2.99823E-01  +4.10934E-01  +9.11665E-01  -9.11665E-01  +4.10934E-01
+8.90215E-01  +3.04207E-01  +4.09503E-01  +9.12309E-01  -9.12309E-01  +4.09503E-01
+8.92172E-01  +3.08574E-01  +4.08091E-01  +9.12941E-01  -9.12941E-01  +4.08091E-01
+8.94113E-01  +3.12926E-01  +4.06699E-01  +9.13562E-01  -9.13562E-01  +4.06699E-01
+8.96038E-01  +3.17260E-01  +4.05326E-01  +9.14172E-01  -9.14172E-01  +4.05326E-01
+8.97948E-01  +3.21576E-01  +4.03972E-01  +9.14771E-01  -9.14771E-01  +4.03972E-01
+8.99842E-01  +3.25874E-01  +4.02637E-01  +9.15360E-01  -9.15360E-01  +4.02637E-01
+9.01721E-01  +3.30152E-01  +4.01321E-01  +9.15937E-01  -9.15937E-01  +4.01321E-01
+9.03583E-01  +3.34411E-01  +4.00024E-01  +9.16505E-01  -9.16505E-01  +4.00024E-01
+9.05430E-01  +3.38650E-01  +3.98744E-01  +9.17062E-01  -9.17062E-01  +3.98744E-01
+9.07260E-01  +3.42868E-01  +3.97483E-01  +9.17609E-01  -9.17609E-01  +3.97483E-01
+9.09075E-01  +3.47065E-01  +3.96240E-01  +9.18147E-01  -9.18147E-01  +3.96240E-01
+9.10873E-01  +3.51239E-01  +3.95015E-01  +9.18675E-01  -9.18675E-01  +3.95015E-01
+9.12655E-01  +3.55392E-01  +3.93807E-01  +9.19193E-01  -9.19193E-01  +3.93807E-01
+9.14421E-01  +3.59521E-01  +3.92617E-01  +9.19702E-01  -9.19702E-01  +3.92617E-01
+9.16171E-01  +3.63626E-01  +3.91444E-01  +9.20202E-01  -9.20202E-01  +3.91444E-01
+9.17904E-01  +3.67707E-01  +3.90288E-01  +9.20693E-01  -9.20693E-01  +3.90288E-01
+9.19620E-01  +3.71764E-01  +3.89150E-01  +9.21175E-01  -9.21175E-01  +3.89150E-01
+9.21320E-01  +3.75795E-01  +3.88028E-01  +9.21648E-01  -9.21648E-01  +3.88028E-01
+9.23004E-01  +3.79800E-01  +3.86922E-01  +9.22112E-01  -9.22112E-01  +3.86922E-01
+9.24670E-01  +3.83778E-01  +3.85834E-01  +9.22568E-01  -9.22568E-01  +3.85834E-01
+9.26320E-01  +3.87730E-01  +3.84761E-01  +9.23016E-01  -9.23016E-01  +3.84761E-01
+9.27953E-01  +3.91653E-01  +3.83705E-01  +9.23456E-01  -9.23456E-01  +3.83705E-01
+9.29569E-01  +3.95549E-01  +3.82665E-01  +9.23887E-01  -9.23887E-01  +3.82665E-01
+9.31168E-01  +3.99416E-01  +3.81641E-01  +9.24311E-01  -9.24311E-01  +3.81641E-01
+9.32751E-01  +4.03254E-01  +3.80632E-01  +9.24726E-01  -9.24726E-01  +3.80632E-01
+9.34316E-01  +4.07062E-01  +3.79640E-01  +9.25134E-01  -9.25134E-01  +3.79640E-01
+9.35864E-01  +4.10840E-01  +3.78662E-01  +9.25535E-01  -9.25535E-01  +3.78662E-01
+9.37394E-01  +4.14587E-01  +3.77701E-01  +9.25928E-01  -9.25928E-01  +3.77701E-01
+9.38908E-01  +4.18303E-01  +3.76754E-01  +9.26313E-01  -9.26313E-01  +3.76754E-01
+9.40404E-01  +4.21987E-01  +3.75822E-01  +9.26692E-01  -9.26692E-01  +3.75822E-01
+9.41883E-01  +4.25638E-01  +3.74906E-01  +9.27063E-01  -9.27063E-01  +3.74906E-01
+9.43344E-01  +4.29257E-01  +3.74004E-01  +9.27427E-01  -9.27427E-01  +3.74004E-01
+9.44788E-01  +4.32842E-01  +3.73117E-01  +9.27784E-01  -9.27784E-01  +3.73117E-01
+9.46214E-01  +4.36393E-01  +3.72245E-01  +9.28135E-01  -9.28135E-01  +3.72245E-01
+9.47623E-01  +4.39910E-01  +3.71387E-01  +9.28478E-01  -9.28478E-01  +3.71387E-01
+9.49014E-01  +4.43392E-01  +3.70543E-01  +9.28815E-01  -9.28815E-01  +3.70543E-01
+9.50387E-01  +4.46839E-01  +3.69714E-01  +9.29146E-01  -9.29146E-01  +3.69714E-01
+9.51742E-01  +4.50250E-01  +3.68899E-01  +9.29470E-01  -9.29470E-01  +3.68899E-01
+9.53080E-01  +4.53624E-01  +3.68098E-01  +9.29787E-01  -9.29787E-01  +3.68098E-01
+9.54400E-01  +4.56962E-01  +3.67311E-01  +9.30098E-01  -9.30098E-01  +3.67311E-01
+9.55702E-01  +4.60262E-01  +3.66537E-01  +9.30403E-01  -9.30403E-01  +3.66537E-01
+9.56985E-01  +4.63525E-01  +3.65778E-01  +9.30702E-01  -9.30702E-01  +3.65778E-01
+9.58251E-01  +4.66749E-01  +3.65031E-01  +9.30995E-01  -9.30995E-01  +3.65031E-01
+9.59499E-01  +4.69935E-01  +3.64299E-01  +9.31282E-01  -9.31282E-01  +3.64299E-01
+9.60728E-01  +4.73082E-01  +3.63580E-01  +9.31563E-01  -9.31563E-01  +3.63580E-01
+9.61940E-01  +4.76189E-01  +3.62874E-01  +9.31838E-01  -9.31838E-01  +3.62874E-01
+9.63133E-01  +4.79256E-01  +3.62181E-01  +9.32108E-01  -9.32108E-01  +3.62181E-01
+9.64308E-01  +4.82283E-01  +3.61501E-01  +9.32372E-01  -9.32372E-01  +3.61501E-01
+9.65464E-01  +4.85269E-01  +3.60835E-01  +9.32630E-01  -9.32630E-01  +3.60835E-01
+9.66602E-01  +4.88214E-01  +3.60181E-01  +9.32882E-01  -9.32882E-01  +3.60181E-01
+9.67722E-01  +4.91117E-01  +3.59540E-01  +9.33130E-01  -9.33130E-01  +3.59540E-01
+9.68823E-01  +4.93978E-01  +3.58912E-01  +9.33371E-01  -9.33371E-01  +3.58912E-01
+9.69906E-01  +4.96796E-01  +3.58296E-01  +9.33608E-01  -9.33608E-01  +3.58296E-01
+9.70970E-01  +4.99572E-01  +3.57693E-01  +9.33839E-01  -9.33839E-01  +3.57693E-01
+9.72016E-01  +5.02304E-01  +3.57103E-01  +9.34065E-01  -9.34065E-01  +3.57103E-01
+9.73043E-01  +5.04993E-01  +3.56525E-01  +9.34286E-01  -9.34286E-01  +3.56525E-01
+9.74051E-01  +5.07637E-01  +3.55959E-01  +9.34502E-01  -9.34502E-01  +3.55959E-01
+9.75041E-01  +5.10238E-01  +3.55406E-01  +9.34712E-01  -9.34712E-01  +3.55406E-01
+9.76011E-01  +5.12793E-01  +3.54864E-01  +9.34918E-01  -9.34918E-01  +3.54864E-01
+9.76963E-01  +5.15303E-01  +3.54335E-01  +9.35119E-01  -9.35119E-01  +3.54335E-01
+9.77897E-01  +5.17768E-01  +3.53818E-01  +9.35314E-01  -9.35314E-01  +3.53818E-01
+9.78811E-01  +5.20187E-01  +3.53312E-01  +9.35505E-01  -9.35505E-01  +3.53312E-01
+9.79706E-01  +5.22560E-01  +3.52819E-01  +9.35692E-01  -9.35692E-01  +3.52819E-01
+9.80583E-01  +5.24886E-01  +3.52337E-01  +9.35873E-01  -9.35873E-01  +3.52337E-01
+9.81440E-01  +5.27166E-01  +3.51867E-01  +9.36050E-01  -9.36050E-01  +3.51867E-01
+9.82279E-01  +5.29398E-01  +3.51409E-01  +9.36222E-01  -9.36222E-01  +3.51409E-01
+9.83098E-01  +5.31583E-01  +3.50962E-01  +9.36390E-01  -9.36390E-01  +3.50962E-01
+9.83899E-01  +5.33720E-01  +3.50527E-01  +9.36553E-01  -9.36553E-01  +3.50527E-01
+9.84680E-01  +5.35809E-01  +3.50103E-01  +9.36711E-01  -9.36711E-01  +3.50103E-01
+9.85442E-01  +5.37849E-01  +3.49691E-01  +9.36865E-01  -9.36865E-01  +3.49691E-01
+9.86185E-01  +5.39841E-01  +3.49290E-01  +9.37015E-01  -9.37015E-01  +3.49290E-01
+9.86909E-01  +5.41784E-01  +3.48901E-01  +9.37160E-01  -9.37160E-01  +3.48901E-01
+9.87613E-01  +5.43677E-01  +3.48522E-01  +9.37301E-01  -9.37301E-01  +3.48522E-01
+9.88299E-01  +5.45522E-01  +3.48155E-01  +9.37437E-01  -9.37437E-01  +3.48155E-01
+9.88965E-01  +5.47316E-01  +3.47799E-01  +9.37569E-01  -9.37569E-01  +3.47799E-01
+9.89611E-01  +5.49060E-01  +3.47454E-01  +9.37697E-01  -9.37697E-01  +3.47454E-01
+9.90239E-01  +5.50755E-01  +3.47120E-01  +9.37821E-01  -9.37821E-01  +3.47120E-01
+9.90847E-01  +5.52398E-01  +3.46797E-01  +9.37940E-01  -9.37940E-01  +3.46797E-01
+9.91436E-01  +5.53991E-01  +3.46485E-01  +9.38055E-01  -9.38055E-01  +3.46485E-01
+9.92005E-01  +5.55533E-01  +3.46184E-01  +9.38167E-01  -9.38167E-01  +3.46184E-01
+9.92555E-01  +5.57024E-01  +3.45894E-01  +9.38274E-01  -9.38274E-01  +3.45894E-01
+9.93085E-01  +5.58463E-01  +3.45614E-01  +9.38377E-01  -9.38377E-01  +3.45614E-01
+9.93596E-01  +5.59851E-01  +3.45345E-01  +9.38476E-01  -9.38476E-01  +3.45345E-01
+9.94087E-01  +5.61187E-01  +3.45087E-01  +9.38571E-01  -9.38571E-01  +3.45087E-01
+9.94559E-01  +5.62472E-01  +3.44840E-01  +9.38662E-01  -9.38662E-01  +3.44840E-01
+9.95012E-01  +5.63704E-01  +3.44603E-01  +9.38748E-01  -9.38748E-01  +3.44603E-01
+9.95445E-01  +5.64883E-01  +3.44377E-01  +9.38831E-01  -9.38831E-01  +3.44377E-01
+9.95858E-01  +5.66010E-01  +3.44161E-01  +9.38911E-01  -9.38911E-01  +3.44161E-01
+9.96252E-01  +5.67085E-01  +3.43956E-01  +9.38986E-01  -9.38986E-01  +3.43956E-01
+9.96626E-01  +5.68107E-01  +3.43762E-01  +9.39057E-01  -9.39057E-01  +3.43762E-01
+9.96980E-01  +5.69075E-01  +3.43577E-01  +9.39124E-01  -9.39124E-01  +3.43577E-01
+9.97315E-01  +5.69991E-01  +3.43404E-01  +9.39188E-01  -9.39188E-01  +3.43404E-01
+9.97631E-01  +5.70854E-01  +3.43240E-01  +9.39248E-01  -9.39248E-01  +3.43240E-01
+9.97926E-01  +5.71663E-01  +3.43087E-01  +9.39303E-01  -9.39303E-01  +3.43087E-01
+9.98202E-01  +5.72419E-01  +3.42945E-01  +9.39356E-01  -9.39356E-01  +3.42945E-01
+9.98459E-01  +5.73121E-01  +3.42813E-01  +9.39404E-01  -9.39404E-01  +3.42813E-01
+9.98695E-01  +5.73770E-01  +3.42690E-01  +9.39448E-01  -9.39448E-01  +3.42690E-01
+9.98912E-01  +5.74365E-01  +3.42579E-01  +9.39489E-01  -9.39489E-01  +3.42579E-01
+9.99110E-01  +5.74906E-01  +3.42477E-01  +9.39526E-01  -9.39526E-01  +3.42477E-01
+9.99287E-01  +5.75393E-01  +3.42386E-01  +9.39559E-01  -9.39559E-01  +3.42386E-01
+9.99445E-01  +5.75826E-01  +3.42305E-01  +9.39589E-01  -9.39589E-01  +3.42305E-01
+9.99583E-01  +5.76205E-01  +3.42234E-01  +9.39615E-01  -9.39615E-01  +3.42234E-01
+9.99701E-01  +5.76530E-01  +3.42173E-01  +9.39637E-01  -9.39637E-01  +3.42173E-01
+9.99800E-01  +5.76801E-01  +3.42123E-01  +9.39655E-01  -9.39655E-01  +3.42123E-01
+9.99879E-01  +5.77018E-01  +3.42082E-01  +9.39670E-01  -9.39670E-01  +3.42082E-01
+9.99938E-01  +5.77181E-01  +3.42052E-01  +9.39681E-01  -9.39681E-01  +3.42052E-01
+9.99978E-01  +5.77289E-01  +3.42032E-01  +9.39688E-01  -9.39688E-01  +3.42032E-01
+9.99998E-01  +5.77343E-01  +3.42021E-01  +9.39692E-01  -9.39692E-01  +3.42021E-01
+1.00000E+00  +5.77350E-01  +3.42020E-01  +9.39693E-01  -9.39693E-01  +3.42020E-01
